Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Mads Hermansen,DEN,GK,Leicester City,24,2000,26.5,1,0,0,0,3,0,0,0,1,0,0,0,17,4,1,80.0
Son Heung-min,KOR,FW,Tottenham,32,1992,23.4,1,0,0,6,28,12,78,5,9,1,0,0,85,6,12,33.3
James Hill,ENG,DF,Bournemouth,22,2002,5.0,1,0,0,7,5,0,10,9,8,0,0,0,13,14,12,53.8
Jack Hinshelwood,ENG,"MF,DF",Brighton,19,2005,20.5,5,0,0,18,9,0,27,16,19,0,0,0,63,20,16,55.6
George Hirst,SCO,FW,Ipswich Town,25,1999,7.3,3,0,0,13,12,3,3,2,3,0,0,0,12,32,23,58.2
Mason Holgate,JAM,"FW,DF",Everton,27,1996,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
Callum Hudson-Odoi,ENG,"FW,MF",Nott'ham Forest,23,2000,24.4,2,0,0,12,25,8,79,13,14,1,0,0,92,3,10,23.1
Will Hughes,ENG,MF,Crystal Palace,29,1995,23.4,11,0,0,65,31,0,71,22,36,0,1,0,121,19,18,51.4
Dean Huijsen,ESP,DF,Bournemouth,19,2005,27.0,10,0,0,31,10,2,12,51,26,0,0,0,105,68,44,60.7
Omari Hutchinson,ENG,"MF,FW",Ipswich Town,20,2003,28.7,5,0,0,30,46,6,81,11,13,0,0,0,110,6,26,18.8
Rasmus Højlund,DEN,FW,Manchester Utd,21,2003,22.3,2,0,0,17,28,13,8,2,1,1,0,0,35,31,94,24.8
Igor,BRA,DF,Brighton,26,1998,10.7,4,0,0,9,6,0,4,4,5,0,0,0,42,8,6,57.1
Danny Ings,ENG,"FW,MF",West Ham,32,1992,3.2,0,0,0,0,2,0,3,1,2,1,0,0,9,8,10,44.4
Tim Iroegbunam,ENG,MF,Everton,21,2003,6.4,4,0,0,15,12,0,1,16,14,0,0,0,51,11,4,73.3
Andy Irving,SCO,MF,West Ham,24,2000,1.8,2,0,0,6,1,0,2,1,4,0,0,0,10,1,1,50.0
Alexander Isak,SWE,FW,Newcastle Utd,24,1999,30.6,1,0,0,27,14,20,16,3,5,1,0,0,55,26,55,32.1
Alex Iwobi,NGA,"FW,MF",Fulham,28,1996,33.1,1,0,0,19,18,5,126,14,25,0,0,0,140,7,31,18.4
Nicolas Jackson,SEN,FW,Chelsea,23,2001,24.7,7,1,0,35,29,23,3,3,13,0,0,0,48,21,36,36.8
Vitaly Janelt,GER,MF,Brentford,26,1998,25.0,3,0,0,24,15,1,30,27,22,0,0,2,107,19,11,63.3
Daniel Jebbison,CAN,FW,Bournemouth,20,2003,1.3,1,0,0,2,4,0,3,1,3,0,0,0,10,2,10,16.7
Mathias Jensen,DEN,MF,Brentford,28,1996,9.6,2,0,0,7,10,0,33,8,10,0,0,0,48,8,5,61.5
Gabriel Jesus,BRA,FW,Arsenal,27,1997,6.8,4,0,0,14,10,9,7,4,6,0,0,0,28,9,18,33.3
Raúl Jiménez,MEX,FW,Fulham,33,1991,27.7,4,0,0,39,41,15,23,10,24,1,0,0,80,91,99,47.9
João Pedro,BRA,"FW,MF",Brighton,22,2001,21.6,4,1,0,26,46,2,22,9,12,3,1,0,59,41,43,48.8
Joelinton,BRA,"MF,FW",Newcastle,Utd 27,1996,26.6,10,0,0,58,35,7,16,23,35,0,0,0,149,59,46,56.2
Brennan Johnson,WAL,FW,Tottenham,23,2001,24.2,5,0,0,27,26,12,53,4,26,2,0,0,63,7,20,25.9
Sam Johnstone,ENG,GK,Wolves,31,1993,7.0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,100.0
Curtis Jones,ENG,"MF,DF",Liverpool,23,2001,19.0,3,1,1,18,25,1,8,7,22,1,0,0,97,14,13,51.9
Jorginho,ITA,MF,Arsenal,32,1991,7.8,5,0,0,15,17,0,1,7,4,0,0,0,55,1,6,14.3
Diogo Jota,POR,FW,Liverpool,27,1996,13.3,2,0,0,23,14,1,8,8,8,1,0,0,41,22,32,40.7
James Justin,ENG,DF,Leicester City,26,1998,32.4,6,0,0,29,44,2,57,46,37,0,0,0,88,69,55,55.6
Daichi Kamada,JPN,MF,Crystal Palace,27,1996,17.4,4,1,0,28,21,2,31,18,29,0,0,0,89,4,13,23.5
Boubacar Kamara,FRA,MF,Aston Villa,24,1999,19.2,2,0,0,30,35,0,1,19,21,0,0,0,87,21,26,44.7
Joachim Kayi Sanda,FRA,DF,Southampton,17,2006,0.2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0.0
Michael Kayode,ITA,DF,Brentford,20,2004,5.9,2,0,0,8,3,0,10,7,11,0,0,0,34,9,4,69.2
Michael Keane,ENG,DF,Everton,31,1993,11.7,5,0,0,9,0,0,1,16,9,0,0,0,26,26,20,56.5
Caoimhín Kelleher,IRL,GK,Liverpool,25,1998,10.0,0,0,0,0,3,0,0,0,0,0,0,0,18,1,0,100.0
Lloyd Kelly,ENG,DF,Newcastle Utd,25,1998,3.4,2,0,0,5,5,1,1,1,4,0,0,0,19,6,2,75.0
Milos Kerkez,HUN,DF,Bournemouth,20,2003,37.1,4,0,0,30,50,3,142,45,26,0,0,0,169,28,49,36.4
Bilal El Khannouss,MAR,"MF,FW",Leicester City,20,2004,24.2,4,0,0,30,13,1,89,6,30,0,0,0,92,19,24,44.2
Abdukodir Khusanov,UZB,DF,Manchester City,20,2004,5.6,1,0,0,3,3,0,1,3,4,0,0,1,27,6,4,60.0
Max Kilman,ENG,DF,West Ham,27,1997,37.2,5,0,0,23,13,2,4,38,24,0,0,0,146,113,55,67.3
Joshua King,ENG,MF,Fulham,17,2007,1.4,0,0,0,3,2,0,2,1,5,0,0,0,5,1,2,33.3
Antonín Kinský,CZE,GK,Tottenham,21,2003,6.0,0,0,0,0,0,0,0,0,1,0,0,0,6,2,0,100.0
Jakub Kiwior,POL,DF,Arsenal,24,2000,12.5,1,0,0,10,4,1,2,6,8,0,0,0,31,11,13,45.8
Justin Kluivert,NED,MF,Bournemouth,25,1999,26.0,8,0,0,47,33,5,85,14,11,1,0,0,78,8,28,22.2
Ibrahima Konaté,FRA,DF,Liverpool,25,1999,28.4,5,0,0,27,20,0,0,17,26,0,0,0,98,74,29,71.8
Ezri Konsa,ENG,DF,Aston Villa,26,1997,32.6,1,0,0,9,47,1,5,24,18,0,0,0,97,31,23,57.4
Mateo Kovačić,CRO,MF,Manchester City,30,1994,24.4,5,1,0,24,26,0,0,24,38,0,0,0,114,10,9,52.6
Caleb Kporha,ENG,DF,Crystal Palace,18,2006,0.1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0.0
Emil Krafth,SWE,DF,Newcastle Utd,29,1994,3.8,2,0,0,5,2,0,2,2,2,0,0,0,19,8,8,50.0
Mohammed Kudus,GHA,"FW,MF",West Ham,23,2000,28.8,2,1,0,39,64,18,81,4,23,0,0,0,138,11,40,21.6
Dejan Kulusevski,SWE,"MF,FW",Tottenham,24,2000,26.5,3,0,0,48,38,5,89,13,23,0,0,0,121,10,15,40.0
Maxence Lacroix,FRA,DF,Crystal Palace,24,2000,34.6,5,0,0,34,19,1,7,54,41,0,1,0,130,60,50,54.5
Adam Lallana,ENG,MF,Southampton,36,1988,4.0,4,0,0,8,8,0,4,5,5,0,0,0,19,2,2,50.0
Tariq Lamptey,GHA,DF,Brighton,23,2000,9.6,0,0,0,15,10,0,28,7,11,0,1,0,39,1,14,6.7
Roméo Lavia,BEL,MF,Chelsea,20,2004,8.9,4,0,0,16,7,0,0,16,13,0,1,0,40,12,6,66.7
Mario Lemina,GAB,"MF,DF",Wolves,30,1993,15.2,4,0,0,17,8,4,10,27,31,0,1,0,73,25,16,61.0
Bernd Leno,GER,GK,Fulham,32,1992,38.0,5,0,0,0,4,0,0,0,2,0,0,0,50,9,1,90.0
Jefferson Lerma,COL,"MF,DF",Crystal Palace,29,1994,25.3,9,0,0,35,39,0,12,42,17,0,0,0,154,41,39,51.3
Myles Lewis-Skelly,ENG,DF,Arsenal,17,2006,15.2,3,2,0,11,47,0,10,7,14,0,1,0,53,11,10,52.4
Matthijs de Ligt,NED,DF,Manchester Utd,24,1999,23.6,3,0,0,16,12,2,6,33,22,0,2,0,68,58,29,66.7
Pedro Lima,BRA,DF,Wolves,18,2006,0.8,0,0,0,1,1,1,5,2,0,0,0,0,3,0,3,0.0
Victor Lindelöf,SWE,DF,Manchester Utd,30,1994,7.8,1,0,0,8,1,0,1,8,2,0,0,0,29,17,15,53.1
Jesper Lindstrøm,DEN,FW,Everton,24,2000,13.8,2,0,0,15,10,1,71,12,25,0,0,0,70,6,12,33.3
Valentino Livramento,ENG,DF,Newcastle Utd,21,2002,31.6,1,0,0,6,35,2,52,23,36,0,0,0,189,27,35,43.5
Sean Longstaff,ENG,MF,Newcastle Utd,26,1997,8.9,2,0,0,9,6,0,5,7,16,0,0,0,31,7,7,50.0
Saša Lukić,SRB,MF,Fulham,27,1996,26.0,12,0,0,66,26,0,62,28,39,0,1,0,109,19,25,43.2
Joe Lumley,ENG,GK,Southampton,29,1995,3.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,66.7
Massimo Luongo,AUS,MF,Ipswich Town,31,1992,2.2,0,0,0,1,2,0,1,2,6,0,0,0,10,2,0,100.0
Ian Maatsen,NED,DF,Aston Villa,22,2002,12.7,2,0,0,11,9,3,51,15,17,0,1,0,67,10,6,62.5
Alexis Mac Allister,ARG,MF,Liverpool,25,1998,28.9,6,0,0,62,40,2,86,22,58,0,0,0,148,19,34,35.8
James Maddison,ENG,MF,Tottenham,27,1996,20.1,6,0,0,32,64,4,98,12,19,0,0,0,76,5,7,41.7
Noni Madueke,ENG,FW,Chelsea,22,2002,22.6,3,0,0,22,25,5,63,10,18,0,0,0,84,11,19,36.7
Gabriel Magalhães,BRA,DF,Arsenal,26,1997,26.3,4,0,0,19,19,0,9,16,15,1,0,0,63,53,37,58.9
Edmond-Paris Maghoma,ENG,"MF,FW",Brentford,23,2001,1.3,0,0,0,2,4,0,3,1,1,0,0,0,7,1,3,25.0
Harry Maguire,ENG,DF,Manchester Utd,31,1993,19.5,7,0,0,18,11,2,4,40,15,0,0,0,68,64,25,71.9
Kobbie Mainoo,ENG,MF,Manchester Utd,19,2005,18.3,5,0,0,27,21,3,7,19,29,0,0,0,88,19,31,38.0
Donyell Malen,NED,FW,Aston Villa,25,1999,3.4,0,0,0,1,5,2,8,0,4,0,0,0,9,4,4,50.0
Orel Mangala,BEL,MF,Everton,26,1998,14.0,2,0,0,24,17,2,6,21,8,0,0,0,49,6,8,42.9
Solly March,ENG,"FW,MF",Brighton,30,1994,1.9,2,0,0,2,2,3,20,2,3,0,0,0,7,1,2,33.3
Omar Marmoush,EGY,"FW,MF",Manchester City,25,1999,13.1,0,0,0,15,20,10,28,6,8,1,0,0,37,5,11,31.3
Gabriel Martinelli,BRA,"FW,MF",Arsenal,23,2001,25.4,1,0,0,16,21,8,92,5,15,0,0,0,78,17,39,30.4
Emiliano Martínez,ARG,GK,Aston Villa,31,1992,35.5,5,1,0,2,6,0,0,0,3,0,0,0,34,10,1,90.9
Lisandro Martínez,ARG,DF,Manchester Utd,26,1998,19.5,7,0,0,22,7,0,9,32,24,0,0,0,81,16,13,55.2
Pape Matar Sarr,SEN,MF,Tottenham,21,2002,21.3,6,0,0,34,35,2,14,30,36,0,1,0,115,34,45,43.0
Jean-Philippe Mateta,FRA,FW,Crystal Palace,27,1997,29.4,2,0,0,27,28,21,26,2,12,0,0,0,68,63,107,37.1
Stephy Mavididi,ENG,FW,Leicester City,26,1998,17.9,2,0,0,18,18,3,69,11,19,0,0,0,83,9,15,37.5
Konstantinos Mavropanos,GRE,DF,West Ham,26,1997,22.7,6,1,1,17,16,3,2,40,24,0,0,0,77,57,25,69.5
Noussair Mazraoui,MAR,DF,Manchester Utd,26,1997,31.5,3,0,0,38,25,4,23,34,68,0,1,0,149,50,30,62.5
Bryan Mbeumo,CMR,FW,Brentford,24,1999,37.9,3,0,0,25,44,11,202,14,31,0,0,0,156,34,74,31.5
James Mcatee,ENG,"MF,FW",Manchester City,21,2002,3.9,1,0,0,6,3,0,8,2,2,0,0,0,8,2,3,40.0
Kasey McAteer,IRL,FW,Leicester City,22,2001,9.5,3,0,0,18,15,3,21,5,16,0,0,0,45,13,17,43.3
Alex McCarthy,ENG,GK,Southampton,34,1989,5.0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,0,100.0
John McGinn,SCO,"MF,FW",Aston Villa,29,1994,24.7,7,0,0,43,69,3,60,14,24,1,0,0,100,17,12,58.6
Dwight McNeil,ENG,"MF,FW",Everton,24,1999,15.2,1,0,0,6,18,1,105,6,8,0,0,0,76,3,17,15.0
Scott McTominay,SCO,MF,Manchester Utd,27,1996,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
Ben Mee,ENG,DF,Brentford,34,1989,2.0,2,0,0,5,0,0,0,4,2,0,0,0,11,5,5,50.0
Mikel Merino,ESP,"MF,FW",Arsenal,28,1996,17.6,4,1,1,41,23,7,13,15,28,0,0,0,86,59,55,51.8
Shumaira Mheuka,ENG,MF,Chelsea,16,2007,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
Nikola Milenković,SRB,DF,Nott'ham Forest,26,1997,37.0,4,0,0,20,5,2,0,27,29,0,0,0,85,101,39,72.1
Lewis Miley,ENG,MF,Newcastle Utd,18,2006,3.5,0,0,0,3,1,0,0,2,11,0,0,0,16,6,7,46.2
James Milner,ENG,MF,Brighton,38,1986,1.9,1,0,0,3,1,0,8,2,2,0,0,0,2,0,1,0.0
Tyrone Mings,ENG,DF,Aston Villa,31,1993,12.4,1,0,0,4,11,0,1,7,6,0,0,0,38,27,22,55.1
Yankuba Minteh,GAM,"FW,MF",Brighton,20,2004,20.4,6,0,0,21,11,6,91,11,35,0,0,0,85,17,34,33.3
Tyrick Mitchell,ENG,DF,Crystal Palace,24,1999,34.4,2,0,0,23,25,2,105,19,55,1,0,0,168,20,21,48.8
Kaoru Mitoma,JPN,"FW,MF",Brighton,27,1997,28.9,1,0,0,40,24,5,75,14,27,0,0,0,99,26,27,49.1
Jakub Moder,POL,MF,Brighton,25,1999,0.1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0.0
Mikey Moore,ENG,FW,Tottenham,16,2007,4.1,0,0,0,3,7,3,16,1,1,0,0,0,11,1,6,14.3
Morato,BRA,DF,Nott'ham,Forest 23,2001,10.1,5,0,0,11,2,0,0,10,14,0,0,0,36,6,14,30.0
Sam Morsy,EGY,MF,Ipswich Town,32,1991,30.6,10,0,0,48,27,0,15,29,41,0,1,1,157,18,24,42.9
Yerson Mosquera,COL,DF,Wolves,23,2001,4.9,2,0,0,6,7,1,2,10,7,0,0,0,24,11,6,64.7
Mason Mount,ENG,MF,Manchester Utd,25,1999,6.9,3,0,0,16,9,1,13,4,5,0,0,0,18,4,8,33.3
Divin Mubama,ENG,FW,Manchester City,19,2004,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
Mykhailo Mudryk,UKR,FW,Chelsea,23,2001,1.7,0,0,0,2,2,1,7,0,2,0,0,0,9,2,4,33.3
Marshall Munetsi,ZIM,"MF,FW",Wolves,28,1996,12.0,0,0,0,19,10,3,10,6,10,0,0,0,35,29,23,55.8
Rodrigo Muniz,BRA,FW,Fulham,23,2001,10.7,1,0,0,11,31,3,1,5,5,0,0,0,14,67,63,51.5
Daniel Muñoz,COL,DF,Crystal Palace,28,1996,35.9,10,0,0,56,19,15,74,44,80,0,0,0,171,58,78,42.6
Arijanet Muric,KVX,GK,Ipswich Town,25,1998,18.0,1,0,0,0,4,0,0,0,0,0,0,0,26,11,1,91.7
Murillo,BRA,DF,Nott'ham,Forest 22,2002,35.4,6,0,0,27,6,0,14,36,36,0,1,0,142,44,22,66.7
Jacob Murphy,ENG,FW,Newcastle Utd,29,1995,26.2,4,0,0,11,15,3,120,13,19,1,0,0,98,5,16,23.8
Vitaliy Mykolenko,UKR,DF,Everton,25,1999,34.2,4,0,0,22,34,3,101,44,38,0,1,0,88,47,37,56.0
Iliman Ndiaye,SEN,FW,Everton,24,2000,27.0,3,0,0,24,52,5,38,20,28,0,0,0,172,6,19,24.0
Wilfred Ndidi,NGA,MF,Leicester City,27,1996,25.8,8,0,0,39,18,3,30,31,51,0,0,1,127,61,59,50.8
Kosta Nedeljković,SRB,DF,Aston Villa,18,2005,1.4,0,0,0,0,1,0,1,0,5,0,0,0,4,0,1,0.0
Reiss Nelson,ENG,FW,Fulham,24,1999,5.4,1,0,0,6,9,1,23,5,6,0,0,0,29,0,4,0.0
Pedro Neto,POR,FW,Chelsea,24,2000,25.2,8,0,0,21,33,3,149,9,9,0,0,0,81,11,30,26.8
Eddie Nketiah,ENG,"FW,MF",Crystal Palace,25,1999,11.5,6,1,1,31,29,5,5,3,8,1,0,0,26,21,38,35.6
Christopher Nkunku,FRA,FW,Chelsea,26,1997,10.2,2,0,0,16,11,3,4,7,8,0,0,0,29,16,22,42.1
Darwin Núñez,URU,FW,Liverpool,25,1999,12.6,8,0,0,27,14,12,3,4,18,1,0,0,41,20,33,37.7
Ethan Nwaneri,ENG,"FW,MF",Arsenal,17,2007,9.9,1,0,0,9,5,6,54,2,7,0,0,0,34,4,8,33.3
Christian Nørgaard,DEN,MF,Brentford,30,1994,31.3,8,1,0,44,28,1,17,49,49,0,0,0,193,49,30,62.0
Jake O'Brien,IRL,DF,Everton,23,2001,17.5,5,0,0,13,5,3,18,4,17,0,0,0,52,41,30,57.7
Matt O'Riley,DEN,MF,Brighton,23,2000,10.4,1,0,0,16,13,2,51,13,9,1,0,1,29,5,8,38.5
Dara O'Shea,IRL,DF,Ipswich Town,25,1999,34.7,6,0,0,21,26,3,8,33,31,0,0,0,110,114,85,57.3
Chidozie Obi-Martin,DEN,FW,Manchester Utd,16,2007,1.8,1,0,0,3,1,0,0,0,1,0,0,0,9,2,4,33.3
Wilson Odobert,FRA,"FW,MF",Tottenham,19,2004,9.4,0,0,0,2,3,1,25,4,5,0,0,0,34,4,8,33.3
Chiedozie Ogbene,IRL,FW,Ipswich Town,27,1997,2.6,0,0,0,2,7,1,4,1,3,0,0,0,6,1,6,14.3
Caleb Okoli,ITA,DF,Leicester City,23,2001,12.5,4,0,0,16,9,0,1,15,14,0,0,0,44,23,21,52.3
Amadou Onana,BEL,MF,Aston Villa,22,2001,18.0,4,0,0,32,30,0,2,26,30,0,0,0,72,32,21,60.4
André Onana,CMR,GK,Manchester Utd,28,1996,34.0,0,0,0,0,2,0,0,0,2,0,0,0,34,6,0,100.0
Paul Onuachu,NGA,FW,Southampton,30,1994,11.7,4,0,0,28,16,10,0,1,2,0,0,0,19,93,59,61.2
Lewis Orford,ENG,MF,West Ham,18,2006,0.5,0,0,0,0,0,0,1,1,0,0,0,0,7,0,1,0.0
Stefan Ortega,GER,GK,Manchester City,31,1992,12.2,1,0,0,1,2,0,0,0,0,0,1,0,8,2,0,100.0
William Osula,DEN,FW,Newcastle Utd,20,2003,1.5,0,0,0,4,1,1,4,4,0,0,0,0,2,6,2,75.0
Dango Ouattara,BFA,FW,Bournemouth,22,2002,22.3,3,0,0,16,19,14,88,11,26,0,0,0,92,45,63,41.7
Nico O’Reilly,ENG,DF,Manchester City,19,2005,5.9,0,0,0,6,4,1,8,4,4,0,0,0,31,6,9,40.0
Alex Palmer,ENG,GK,Ipswich Town,27,1996,13.0,2,0,0,1,4,0,0,0,0,0,0,0,17,5,0,100.0
Cole Palmer,ENG,"MF,FW",Chelsea,22,2002,35.5,7,0,0,15,60,7,144,11,20,1,0,0,106,2,7,22.2
Emerson Palmieri,ITA,DF,West Ham,29,1994,23.5,5,0,0,25,13,0,64,21,31,0,0,0,84,18,20,47.4
Lucas Paquetá,BRA,"MF,FW",West Ham,26,1997,26.4,10,0,0,53,62,6,29,18,37,0,1,0,149,48,57,45.7
Thomas Partey,GHA,"MF,DF",Arsenal,31,1993,31.1,4,0,0,45,31,1,12,35,53,0,0,0,138,28,27,50.9
Nathan Patterson,SCO,DF,Everton,22,2001,3.9,1,0,0,6,1,0,14,2,6,0,0,0,12,1,7,12.5
Andreas Pereira,BRA,MF,Fulham,28,1996,22.4,7,0,0,28,24,1,171,8,13,1,0,0,100,13,23,36.1
Ricardo Pereira,POR,DF,Leicester City,30,1993,4.3,1,0,0,6,8,0,3,4,8,0,0,0,19,4,2,66.7
Kalvin Phillips,ENG,MF,Ipswich Town,28,1995,13.7,6,1,1,28,20,0,20,19,19,0,0,0,68,7,22,24.1
Jaden Philogene Bidace,ENG,"FW,MF",Aston Villa,22,2002,3.7,4,1,1,12,8,1,4,3,5,0,0,0,21,0,5,0.0
Jaden Philogene Bidace,ENG,"FW,DF",Ipswich Town,22,2002,5.3,1,0,0,8,10,1,13,10,7,0,0,0,23,5,3,62.5
Jordan Pickford,ENG,GK,Everton,30,1994,38.0,7,0,0,0,7,0,0,1,0,0,0,0,36,5,1,83.3
Ethan Pinnock,JAM,DF,Brentford,31,1993,21.3,2,0,0,8,4,0,9,24,19,0,1,1,50,63,43,59.4
Daniel Podence,POR,"MF,FW",Wolves,28,1995,0.5,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0.0
Nick Pope,ENG,GK,Newcastle Utd,32,1992,28.0,2,0,0,2,5,0,0,1,0,0,2,0,24,11,1,91.7
Pedro Porro,ESP,DF,Tottenham,24,1999,29.0,5,0,0,25,33,1,196,36,49,0,0,0,152,12,23,34.3
Jarell Quansah,ENG,DF,Liverpool,21,2003,5.5,2,0,0,9,1,0,2,7,8,0,1,1,19,7,10,41.2
Hákon Rafn Valdimarsson,ISL,GK,Brentford,22,2001,1.6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
Aaron Ramsdale,ENG,GK,Southampton,26,1998,30.0,2,0,0,1,4,0,0,2,0,0,0,0,23,6,0,100.0
Jacob Ramsey,ENG,"FW,MF",Aston Villa,23,2001,18.0,4,1,1,13,28,5,12,8,15,1,0,0,83,7,13,35.0
Marcus Rashford,ENG,"FW,MF",Manchester Utd,26,1997,10.9,2,0,0,8,7,7,27,4,4,0,0,0,24,5,7,41.7
Marcus Rashford,ENG,FW,Aston Villa,26,1997,4.9,0,0,0,1,3,1,28,1,7,0,0,0,14,1,8,11.1
David Raya,ESP,GK,Arsenal,28,1995,38.0,3,0,0,1,10,0,0,2,0,0,1,0,41,13,0,100.0
Harrison Reed,ENG,MF,Fulham,29,1995,1.2,2,0,0,6,2,0,6,1,3,0,1,0,10,1,2,33.3
Sergio Reguilón,ESP,DF,Tottenham,27,1996,2.2,2,0,0,2,6,0,12,4,3,0,0,0,14,5,2,71.4
Chadi Riad,MAR,DF,Crystal Palace,21,2003,1.0,0,0,0,1,0,0,0,2,2,0,0,0,4,2,4,33.3
Declan Rice,ENG,MF,Arsenal,25,1999,31.4,7,1,1,21,16,2,164,25,25,0,0,0,156,37,25,59.7
Chris Richards,USA,DF,Crystal Palace,24,2000,21.4,4,1,1,11,5,1,5,19,30,1,0,0,51,48,41,53.9
Richarlison,BRA,FW,Tottenham,27,1997,5.6,2,0,0,7,13,3,7,0,3,0,0,0,11,10,23,30.3
Andrew Robertson,SCO,DF,Liverpool,30,1994,27.6,3,1,0,11,8,3,147,21,22,0,1,1,105,7,14,33.3
Antonee Robinson,USA,DF,Fulham,26,1997,35.2,8,0,0,31,20,7,170,62,61,0,0,0,157,50,26,65.8
Jay Robinson,ENG,"MF,FW",Southampton,17,2007,1.5,0,0,0,3,1,0,1,0,1,0,0,0,12,0,1,0.0
Rodri,ESP,MF,Manchester,City 28,1996,0.8,0,0,0,1,2,0,0,1,1,0,0,0,7,1,0,100.0
Guido Rodríguez,ARG,MF,West Ham,30,1994,12.8,6,0,0,18,12,2,5,13,19,0,0,0,53,11,7,61.1
Mads Roerslev,DEN,DF,Brentford,25,1999,12.2,2,0,0,6,10,0,31,4,8,0,0,0,39,10,14,41.7
Morgan Rogers,ENG,"FW,MF",Aston Villa,22,2002,34.6,10,0,0,50,51,2,27,6,22,1,0,0,119,13,52,20.0
Cristian Romero,ARG,DF,Tottenham,26,1998,15.7,3,0,0,14,12,2,3,21,29,0,0,0,90,41,27,60.3
Georginio Rutter,FRA,"MF,FW",Brighton,22,2002,18.4,2,0,0,34,45,7,9,10,15,0,1,0,66,25,46,35.2
José Sá,POR,GK,Wolves,31,1993,29.0,2,0,0,4,9,0,0,0,2,0,4,0,37,11,1,91.7
Bukayo Saka,ENG,"FW,MF",Arsenal,22,2001,19.2,3,0,0,15,39,7,117,3,15,1,0,0,70,10,20,33.3
Mohamed Salah,EGY,FW,Liverpool,32,1992,37.5,1,0,0,25,39,18,79,9,11,0,0,0,101,9,14,39.1
William Saliba,FRA,DF,Arsenal,23,2001,33.8,2,1,0,28,17,1,3,21,37,0,1,0,154,61,36,62.9
Robert Sánchez,ESP,GK,Chelsea,26,1997,32.0,5,0,0,2,4,0,0,2,0,0,2,0,43,12,0,100.0
Jadon Sancho,ENG,FW,Chelsea,24,2000,19.6,2,0,0,6,11,6,25,2,7,2,0,0,99,6,11,35.3
Ibrahim Sangaré,CIV,MF,Nott'ham Forest,26,1997,6.6,3,0,0,15,8,0,2,6,14,0,0,0,42,10,10,50.0
Pablo Sarabia,ESP,"MF,FW",Wolves,32,1992,9.0,3,0,0,16,15,5,47,4,8,0,0,0,34,5,14,26.3
Ismaila Sarr,SEN,MF,Crystal Palace,26,1998,30.1,4,0,0,14,56,11,55,9,10,1,0,0,113,37,52,41.6
Sávio,BRA,"FW,MF",Manchester,City 20,2004,19.6,3,0,0,17,28,3,84,6,17,2,0,0,79,1,2,33.3
Dane Scarlett,ENG,"FW,MF",Tottenham,20,2004,0.4,0,0,0,0,1,1,0,0,0,0,0,0,3,1,0,100.0
Kevin Schade,GER,FW,Brentford,22,2001,25.5,3,0,0,21,38,13,38,5,25,1,0,0,83,90,80,52.9
Fabian Schär,SUI,DF,Newcastle Utd,32,1991,32.6,9,1,0,35,15,4,13,45,21,0,0,0,134,56,71,44.1
Jeffrey Schlupp,GHA,"MF,DF",Crystal Palace,31,1992,1.1,0,0,0,1,0,0,4,0,0,0,0,0,6,3,4,42.9
Alex Scott,ENG,MF,Bournemouth,20,2003,8.4,3,0,0,17,26,0,7,10,14,0,0,0,52,7,7,50.0
Matz Sels,BEL,GK,Nott'ham Forest,32,1992,38.0,4,0,0,1,10,0,0,0,1,0,1,0,17,15,2,88.2
Nélson Semedo,POR,DF,Wolves,30,1993,32.1,8,0,0,48,30,4,63,23,36,0,1,0,139,28,42,40.0
Antoine Semenyo,GHA,FW,Bournemouth,24,2000,35.6,9,0,0,73,37,15,59,11,35,1,0,0,158,66,76,46.5
Marcos Senesi,ARG,DF,Bournemouth,27,1997,12.3,5,0,0,22,8,0,11,14,21,0,0,0,71,32,29,52.5
Ryan Sessegnon,ENG,"FW,DF",Fulham,24,2000,6.4,1,0,0,20,4,1,16,3,13,0,0,0,30,8,11,42.1
Luke Shaw,ENG,DF,Manchester Utd,29,1995,3.9,1,0,0,3,1,0,11,2,3,0,0,1,9,3,2,60.0
Zain Silcott-Duberry,MSR,FW,Bournemouth,19,2005,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
Bernardo Silva,POR,"MF,FW",Manchester City,29,1994,29.7,7,0,0,27,32,3,60,23,37,0,0,0,107,5,10,33.3
Jota Silva,POR,"FW,MF",Nott'ham Forest,24,1999,9.5,5,0,0,24,23,8,21,12,14,1,0,0,43,21,30,41.2
